"week_end","article_date","asset","title","description","summary","publisher","url","query","query_rank","gnews_rank"
"2015-07-03","2015-07-03","TNX","Estimating and interpreting term premia in UK government bond yields: global influences on a small open economy - bankunderground.co.uk","Estimating and interpreting term premia in UK government bond yields: global influences on a small open economy bankunderground.co.uk","Term premia matter: they are an important influence on the borrowing rates faced by governments, households and companies. Estimating term premiaAs it is not possible to observe term premia directly, they need to be estimated using a model of bond yields. Moreover, euro area – as well as US – developments influence UK term premia. Some of the changes in UK term premia reflect domestic factors, for instance changes in the UK’s monetary policy regime. But, in a small open economy such as the UK, global factors are an important influence.","bankunderground.co.uk","https://bankunderground.co.uk/2015/07/03/estimating-and-interpreting-term-premia-in-uk-government-bond-yields-global-influences-on-a-small-open-economy/","10-year Treasury yield","1","2"
"2015-07-10","2015-07-06","TNX","Making Sense of Negative Bond Yields - Kiplinger","Making Sense of Negative Bond Yields Kiplinger","Making Sense of Negative Bond Yields Kiplinger","Kiplinger","https://news.google.com/rss/articles/CBMinwFBVV95cUxPdmo4MzFla2M1UkJnd0pDV19JX3RhTUlkeEU3QlZEOHQ3dEFHUVVtSDZFWXN4Mm1ZSExfX2ZGTFJ2NFo2amdVMWdEeVprTm4xdEhIcVF3WDZsc1hid3NvOEFmc1dOdkgxZEhESC14dnZNeXZ4T2xsd281S0FEV2kyVkxsTk5hQjZINmRUTmdTN0pVQWh4UXl1WFVfNDlxV00?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","2","1"
"2015-07-17","2015-07-14","TNX","The Decline in Long-Term Interest Rates - National Archives (.gov)","The Decline in Long-Term Interest Rates National Archives (.gov)","The Decline in Long-Term Interest Rates National Archives (.gov)","National Archives (.gov)","https://news.google.com/rss/articles/CBMijgFBVV95cUxPNXk0ZHhfLVVwQmNSeXB3ZWU3Mmg2OWxKbzZ5OHJza2t4WnY4QXhnb0EyOENZU3N6WmJJVERXUk5jRndueFlBbnhPLWNkbEVaQlN5T01lczlGREYxTUIzOTc4b3J4ZGRWdVgxNU10Yk44cW5Ecmh0R2kxS0pUZlZ6MGgxdWd3dWEzQ01zOWZ3?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2015-07-24","2015-07-20","TNX","Just Released: The U.S. Treasury Market on October 15, 2014 - Liberty Street Economics","Just Released: The U.S. Treasury Market on October 15, 2014 Liberty Street Economics","This preliminary report provides the most thorough analysis to date of the events that day and serves as a foundation for future analysis of Treasury market functioning and structure. Section 1 of the report provides an overview of the U.S. Treasury market, applicable regulations, and data used in the report. The report relies on nonpublic transaction data from the most liquid parts of the Treasury market, including the interdealer market for benchmark securities (the “cash” market) and the tightly linked Treasury futures market (the “futures” market). The final section provides an important discussion of next steps toward a fuller understanding of the implications of the evolving Treasury market structure to support the goal of maintaining a highly liquid and resilient market. DisclaimerThe views expressed in this post are those of the authors and do not necessarily reflect the position","Liberty Street Economics","https://libertystreeteconomics.newyorkfed.org/2015/07/just-released-the-us-treasury-market-on-october-15-2014/","10-year Treasury yield","1","1"
"2015-07-31","2015-07-29","TNX","How will rising interest rates (really) affect you? - The Christian Science Monitor","How will rising interest rates (really) affect you? The Christian Science Monitor","How will rising interest rates (really) affect you? The Christian Science Monitor","The Christian Science Monitor","https://news.google.com/rss/articles/CBMimAFBVV95cUxQQWp5UzBLRXB6V21sWmRiZmJRRFJ1RlhYaVJ1TGFtZDVCamJYakp3ejNoRXlUNXJ2Y2FsLXZGa016SFFXOHZiWDdEdWFZYmQ4MWpEenlDQlBYMFphZEM0VGJabzJrUWw3cVBERmc5MjhfUjljQzJsek5PRFRIWWxLVEZhQzlwZDJjRG01LXdqdGduNmhncjFmbtIBsgFBVV95cUxNYXRHQzJtb2kzbThLTjlIVk1rbTlMM2pERjh6ZU5DTWdVaU5udGE0YlpNWHBDRVhZQnU5VUh2TnM5NEs1aW80blN0MDQ1eFlZZW5YT25KcHhTd2l5NGlDZ2RnYkhUWVlDLXRUWFdKbkpHN0tFUmJXVkY5MS1qVk5DVTNDLTE2QzlwOUcxUFJkVDZhcGo2U2FRVk5DNHhYMUZPNUh5T054NU9mTGRyX0luZXhR?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2015-08-07","2015-08-03","TNX","The US Treasury still doesn't know what's going on in the world's biggest bond market - businessinsider.com","The US Treasury still doesn't know what's going on in the world's biggest bond market businessinsider.com","The US Treasury still doesn't know what's going on in the world's biggest bond market businessinsider.com","businessinsider.com","https://news.google.com/rss/articles/CBMilgFBVV95cUxObFo5RFpUMm13Ym9lTTRDZkRSOVVOT0xwU1REQ0dnS3o1ZHhGbDBEeEp0WVlEaUVYUS16bkdiMnNjQkdyQlJzY0sxTUk4RHduU3ZwTEo1TzhseGJIV1MwZ3p5WmlzNUdJTG51Wl9oa0xQSi1KaTctNDdwSGs5X0hJUTc2a0xKM1ZOeVRqd3JxdHBmU3RjdFE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","2","3"
"2015-08-14","2015-08-14","TNX","What does the current yield curve tell us? - Firstlinks","What does the current yield curve tell us? Firstlinks","What does the current yield curve tell us? Firstlinks","Firstlinks","https://news.google.com/rss/articles/CBMiaEFVX3lxTE1kSno1WHdadFdsbFVrSTJ4VHFjZU1yS29UNjE0a0FTRzc5b0xGTFpjNGh1WE1ET3BNa1ZSV0JSUnJ2ZV9SNGdiOGdFOFBxRHJFT2o3c2FjMUc0YmtqSlo2b2xZVTJTaWpR?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","3","7"
"2015-08-21","2015-08-17","TNX","Has U.S. Treasury Market Liquidity Deteriorated? - Liberty Street Economics","Has U.S. Treasury Market Liquidity Deteriorated? Liberty Street Economics","In this post, we revisit some commonly used metrics to assess how market liquidity has evolved since. Importance of Treasury Market LiquidityThe U.S. Treasury securities market is the largest and most liquid government securities market in the world, with more than $25 trillion in marketable debt outstanding (as of August 31, 2023). Continued VigilanceWhile Treasury market liquidity has not been unusually poor given the level of interest rate volatility, continued vigilance by policymakers and market participants is appropriate. Careful monitoring of Treasury market liquidity, and continued efforts to enhance the market’s resilience, are warranted. How to cite this post:Michael Fleming, “How Has Treasury Market Liquidity Evolved in 2023?,” Federal Reserve Bank of New York Liberty Street Economics, October 17, 2023, https://libertystreeteconomics.newyorkfed.org/2023/10/how-has-treasury-ma","Liberty Street Economics","https://libertystreeteconomics.newyorkfed.org/2023/10/how-has-treasury-market-liquidity-evolved-in-2023/","10-year Treasury yield","1","1"
"2015-08-28","2015-08-28","TNX","The special relationship: UK and US bond yields - bankunderground.co.uk","The special relationship: UK and US bond yields bankunderground.co.uk","Take a look at UK and US 10-year government bond yields over the past few decades and you’d struggle to say which was which. And even relatively short maturity UK and US bond yields are highly correlated. And UK yields are also highly correlated with German yields, sometimes more so than with US yields (though this partly indirectly captures the correlation of US and German yields). Chart 2: Correlation of UK and US spot government bond yields (two year rolling correlation):Source: Bloomberg and Bank and author’s calculations. Bond yields do feed through to financing costs for households, companies and of course the government.","bankunderground.co.uk","https://bankunderground.co.uk/2015/08/28/the-special-relationship-uk-and-us-bond-yields/","10-year Treasury yield","1","1"
"2015-09-04","2015-09-04","TNX","Investor flight from U.S. stocks fails to lift bond market - Reuters","Investor flight from U.S. stocks fails to lift bond market Reuters","Investor flight from U.S. stocks fails to lift bond market Reuters","Reuters","https://news.google.com/rss/articles/CBMisgFBVV95cUxQQVJQQjJFZ0M0UnNsSjRIMHdzRXlETEJDQWoxZ1A3SUFqckFIS1daUDR6Uy13bDBtN0NWd255VnhxakxmOWNfOU5kQ3VWbXE3RzJBUWgwNW84ck5kdjhGbGxYNHRkaDBwLTNQWFVjNTlKZzQ3WGVzU29NcE9TRW1ZdU82MXRZdWQtaWpkMThXMVgzT0NEQ3FoYXduZDJVbjBJQUxmazhYdU9uaDl0VWROdUp3?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","2","1"
"2015-09-11","2015-09-08","TNX","Opinion: Junk bond market: Danger ahead - MarketWatch","Opinion: Junk bond market: Danger ahead MarketWatch","Opinion: Junk bond market: Danger ahead MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMif0FVX3lxTE5RRjAtd2Jyamk4b3Y3QU1RbV93T0NQRHJnQUtkTlZTOUxTdGNXUmxGc2hqdHJoNXFwUGxubF9QU1JoY3F3TGdEUnVRbG5zQUJ4dVlSazdwQS1MbEYyUkdLNFFDQmc2dUZvM3JZSGlKSEFQZTB0aGtvbWRHVTZyems?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","3"
"2015-09-18","2015-09-14","TNX","Positioning Bonds On Yield Curve For Fed Increase - Investing.com","Positioning Bonds On Yield Curve For Fed Increase Investing.com","Positioning Bonds On Yield Curve For Fed Increase Investing.com","Investing.com","https://news.google.com/rss/articles/CBMisAFBVV95cUxPdXcxcXUtRExuMWkwMWdmQllFbnpLWHFGbWJ3RFNoUklJVE1OZTBwNVJZOTFIYlV5dy1tUy1rYlo4NDNwU2JtQTRFNXF5TTJDSGxBNXo0cDdhSTE4NmVKSmRWREEtMFJQdVlGMUtvWHpxRUNUQlYtdmdvNXRtYmN1di1BZDZMNEJhQXNzOGdhU3JLazVsNzFfOW9aelZ6US1wLVJVSzl3Q1YzM1NIek9ZYQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","5"
"2015-09-25","2015-09-20","TNX","Forecasting interest rates - Econbrowser","Forecasting interest rates Econbrowser","In normal times you would expect to earn a higher return from long-term bonds compared to short-term as an added compensation for being exposed to various risks. Over the last half century, the yield on 10-year Treasury bonds averaged 1.56 percentage points (or 156 basis points) higher than 3-month Treasury bills. What we’ve seen is a rapid increase in the spread between long and short rates and a sharp steepening of the yield curve. These brief episodes of a negative spread usually come near the end of an episode of tightening short-term rates. If we have a model for forecasting short-term rates, we could calculate how much the spread should change due to the first factor, and attribute the difference between the actual spread and the predicted spread to changes in the term premium.","Econbrowser","https://econbrowser.com/archives/2016/11/rising-interest-rates-and-the-term-premium","10-year Treasury yield","1","1"
"2015-10-02","2015-10-01","TNX","Are credit constraints responsible for low interest rates? - American Economic Association","Are credit constraints responsible for low interest rates? American Economic Association","Are credit constraints responsible for low interest rates? American Economic Association","American Economic Association","https://news.google.com/rss/articles/CBMidEFVX3lxTE0tRGswcEtIX0lIbDZXRkstdV9KSWFxSmpRdmhjNEVlWk5Nb2ZSc1lFa1JTSDZmYi1SbGpONTVxX2FiNTBxdnhZM1JwZzd6UGsyeV9ZamRaNzNlcUNNdDk2QVdCaTRBTmVDZWpLNUItZlA5TDE2?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","2"
"2015-10-09","2015-10-06","TNX","Has Liquidity Risk in the Corporate Bond Market Increased? - Liberty Street Economics","Has Liquidity Risk in the Corporate Bond Market Increased? Liberty Street Economics","In this post we examine how corporate bond market functioning has evolved along with the changes in monetary policy through the lens of the U.S. Corporate Bond Market Distress Index (CMDI). We compare this evolution to the 2015 tightening cycle for context on how bond market conditions have evolved as rates increase. Notes: CMDI is the Corporate Bond Market Distress Index. How to cite this post:Nina Boyarchenko, Richard Crump, Anna Kovner, and Or Shachar, “How Is the Corporate Bond Market Functioning as Interest Rates Increase?,” Federal Reserve Bank of New York Liberty Street Economics, November 30, 2022, https://libertystreeteconomics.newyorkfed.org/2022/11/how-is-the-corporate-bond-market-functioning-as-interest-rates-increase/ BibTeX: View | Download @article{NinaBoyarchenko,RichardCrump,AnnaKovner,andOrShachar2022, author={Nina Boyarchenko, Richard Crump, Anna Kovner, and Or Shachar","Liberty Street Economics","https://libertystreeteconomics.newyorkfed.org/2022/11/how-is-the-corporate-bond-market-functioning-as-interest-rates-increase/","Treasury market","5","1"
"2015-10-16","2015-10-13","TNX","Dell-EMC deal comes at a hard time for the corporate bond market - MarketWatch","Dell-EMC deal comes at a hard time for the corporate bond market MarketWatch","Dell-EMC deal comes at a hard time for the corporate bond market MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMirgFBVV95cUxQZ25FaVRSdFE4VjB5ejlob3gxb3JfUFd1OV9WQkZ3UDROOGMzaEVtMXZLdndSdDNTRFFGNnJqQ3pzUWxtdWR5akxmNk5PVVVpVDI5MWk0XzZQbXkyT2M5SFljSUJLR1Niekgtbjg0OHcxRm5NdWk2R0l5VDBWemZQbi1nVkZuTjBOb2JUMzRERERZc0tTbmF6X0hmeDdzMUdQVWJFdnFTWHFhaXNWRHc?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","3","4"
"2015-10-23","2015-10-18","TNX","Bond-Market Blues: Where Did My Income Go? - WSJ","Bond-Market Blues: Where Did My Income Go? WSJ","Bond-Market Blues: Where Did My Income Go? WSJ","WSJ","https://news.google.com/rss/articles/CBMihwFBVV95cUxQMkxnbXhaNEdRblp1bGJlTWdkSXc3OG8wX0NZY0t5X05ORUFZckgxMEJ1QVd0RU5rUlJUREdVN3hXWVdPTnREaTNXTU9TTE1YOEp4UFlGbmhmYUVTRmh2SlVfRDloWmY2d0UzYmVCOFJnRTkwQ2VKQ1lYcWtPSG9pZlRVX3FGM3M?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2015-10-30","2015-10-28","TNX","New | China bond market feels tail wind from monetary stimulus - South China Morning Post","New | China bond market feels tail wind from monetary stimulus South China Morning Post","New | China bond market feels tail wind from monetary stimulus South China Morning Post","South China Morning Post","https://news.google.com/rss/articles/CBMiqwFBVV95cUxNaF84cGI0RUpxR25ISXp2aGp0WWZtX1U2b0UtcE9sUlJ5N0ZYT3hjalNyUVVvcVFXUmlBUTF0NEh2bTJ4bFdFU3duTFl0azZIRzQtb254T3JUbU5iSHgwT3F0WTh1QTQ4TXM3XzVVR053SmVUcGM2NUczUVVuZlhoRlZuS0tpRU44VlI3N1JMYng5YnJUdjFaSzZ2azFrRFZxOVRRUjdRZDRlVTDSAasBQVVfeXFMT2laeVlfQVlnOHVqbXgwTURfdjNCbjBGZjAzODRGeUtTWUlDRGpvOUN6WTJYUThFX1htOGIta2hoTE4xMWNVeDRubGpiZ3V4czEyc0hMLTBYYV9fSlJQX1hEN25zLXVmM3l4bDF4UEU2OThXMGFYa2tqWDZmV3BPQVhIci1FS2lYRzFSVElQUWpSX2lyc0VnWXRFZzUxeHFxNHNkQjU1Z0xLUWdJ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2015-11-06","2015-11-03","TNX","Why are we still none the wiser about US interest rates? - weforum.org","Why are we still none the wiser about US interest rates? weforum.org","Why are we still none the wiser about US interest rates? weforum.org","weforum.org","https://news.google.com/rss/articles/CBMinAFBVV95cUxPbmUwcXRIek5EVndSUy1TQ3J6SEZWbnZxTERCVlg1X05PcnJOdFFFMS13T1ozaGZoZWtsV2VVcWFJdGJDTmhrZ3NEVC1FbTZQSVpvWGFVQVkwZzMyYnpIcTZGMG16bWVnR0ZMWW8yUno5NDZTaXhWSnVQSnZ4ekp5WGZSZXlSZ0FuRndNQ2loTjlIVE5oZnMyNGFMdi0?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","1"
"2015-11-13","2015-11-10","TNX","Why are swap rates below bond yields? - Financial Times","Why are swap rates below bond yields? Financial Times","Why are swap rates below bond yields? Financial Times","Financial Times","https://news.google.com/rss/articles/CBMihAFBVV95cUxQTW03UXpIcFB4azY1SHZySzZLZl9wOHhDekh6ZTBmSk01N184eEZWY3drWHZiNzFJTGV0Q3RQNDBnbDcxRmFnXzJMZDJ4bjhaWVRPYzBhVEZtOVRSTHMxdVo3YmlXWDNQTElkZ1hkU240SFJHWnFuSHhOck9rUXp3dXBVakI?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2015-11-20","2015-11-20","TNX","Where every Fed member stands on raising interest rates - MarketWatch","Where every Fed member stands on raising interest rates MarketWatch","Where every Fed member stands on raising interest rates MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMiogFBVV95cUxOeGw2bm9vaUZ3Q0EzS2ZESDFCTThKQzlkNUtWMFZPblZNWlJfX29XUW1ySWw3bUVvREpDWS00Ykx1enhHaHBNenZoRzBRT005Y3VnUmxWR2Z6TVh5TUZQbFlLNXM2WHdoNVlaRUJSMEVuM0ZUVXd0d2VDaTEyTVVTdTU3ZmVHNDUxSzdLMVBSQ21yejNUWkJTM0hLOUVtSzlVRmc?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","6"
"2015-11-27","2015-11-26","TNX","Will interest rates be permanently lower? - weforum.org","Will interest rates be permanently lower? weforum.org","Will interest rates be permanently lower? weforum.org","weforum.org","https://news.google.com/rss/articles/CBMiiAFBVV95cUxPc1p0bVEwcl9OdDNPdXExcUJsV3JIVDZkUjVaOTZadTZZZ3NqbmVLa1FqMDRHNGRPZmtuaGY1d2RGXzczQ0E3cTZkSkx4Wk1sVkN2NXp6ZFpXQVdLVko2QXFTOWpWbGhSVUFrWE1MX2FUb3paOUtORVVxM21TNXEzZ05valdLalpx?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","2","1"
"2015-12-04","2015-12-03","TNX","Why interest rates are taking divergent paths in Europe and the US - The Conversation","Why interest rates are taking divergent paths in Europe and the US The Conversation","Why interest rates are taking divergent paths in Europe and the US The Conversation","The Conversation","https://news.google.com/rss/articles/CBMiogFBVV95cUxQSGlEcmdMazV4Q3FyMlVmWVdlWUFMUHItLTV6RUgwbGY2eFhUSzdkdU11a2ZveTdIOWF3WlZoWnVZbjFRc09JRmdHNDdvVFdmNHpZTHBzdF83cjQ3VnNHSWtJMzVVVHZhZGtXcWhxbXJHNFFQYUVJOXI3RVd0MGpKNmoxUjdjOGZVMHFaX2l1M1dhbllGcVJjcWdEQzZuZk5wYUE?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","2"
"2015-12-11","2015-12-09","TNX","Fixed Income ETFs: Key Things You Should Know - Fidelity","Fixed Income ETFs: Key Things You Should Know Fidelity","Fixed Income ETFs: Key Things You Should Know Fidelity","Fidelity","https://news.google.com/rss/articles/CBMimgFBVV95cUxNc2RYN2pZWlJvcTFjdkVPaUQxOXVfdWczY2dEUTM0TG04TVNQWHktWkFmQXd6YU1KcS1iOUlRb25EdjlsS2xfR0VWTzc4aFIyRkZmQ1FTT1p3M1M5SGxDTE4xTVFSb3hDTS1lVFhCM21qUW5VOVM1ZFpBUDFFOGNfWFUyYTQ5Mkh5MnMtbVhJRVh2TVlZc01oM1VB?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury market","5","5"
"2015-12-18","2015-12-17","TNX","A Short History of Interest Rates - awealthofcommonsense.com","A Short History of Interest Rates awealthofcommonsense.com","A Short History of Interest Rates awealthofcommonsense.com","awealthofcommonsense.com","https://news.google.com/rss/articles/CBMif0FVX3lxTE9SallESkRLTW44U0NxdUJXNTJtMGtpNHRoLWFyeXFkWWtiaXNRRDNxVFhhRDRvejFEYnJualk4QVNOX2F6eHJ2LXlTLTkyd3NEYlJWVGQ1dUJ2bWxQUkVrWjJOUFFfNUJkaEFod28yRy14bXVxdVk1a2J2U0tHRU0?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","2","3"
"2015-12-25","2015-12-21","TNX","Treasury Yield Curve Flattened after US Interest Rate Hike - Market Realist","Treasury Yield Curve Flattened after US Interest Rate Hike Market Realist","Treasury Yield Curve Flattened after US Interest Rate Hike Market Realist","Market Realist","https://news.google.com/rss/articles/CBMimAFBVV95cUxOZnNUSWVVaGFJZkRyMGM4ZDVKb0RCUV9VN1dITEd5a2lucTZ0eEZKVjNoeGFRcFNfQXpPOV9ZdjVDZDZ6MURGZlFCVU1HZDZuREdiSHd4WTJaUEg2UVlMUFVaYWpINjlXZDZPLUw4Q2Q1SVpfcEdJTXJIcFBxQVNLRUVBSEw4dnJMSXQ5a1RJSjdtMjZJWlNvMA?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2016-01-01","2015-12-30","TNX","Rolling Down the Yield Curve With Defined-Maturity Bond ETFs - Morningstar","Rolling Down the Yield Curve With Defined-Maturity Bond ETFs Morningstar","Rolling Down the Yield Curve With Defined-Maturity Bond ETFs Morningstar","Morningstar","https://news.google.com/rss/articles/CBMilAFBVV95cUxOUFJPNlBFT0JHTS0xSWpqdWxLV182RzBpOWd5R0hfWUZQRGtjTFM4eG00QTlVei1IU3lWdVJsaWVXV0tqN0NYY0lTeWdDWFVTQmFhMDk3QTNJRTUxaC1nQ3dGTlZJLXlSdTItcHBRWEcwaWI2T08xT1Z1N0N2ZmdZN05uSWtHTmhucFZnMzVQNGJCSnhQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2016-01-08","2016-01-06","TNX","The best and worst performing fixed income asset classes of 2015 - bondvigilantes.com","The best and worst performing fixed income asset classes of 2015 bondvigilantes.com","That supportive backdrop wasn’t really there in 2015, but it was actually far from a nasty bear market in core government bonds. By year end, 10y government bond yields were around 10bps higher in the US and Germany at 2.27% and 0.63% respectively and 20bps higher in the UK at 1.96%. These relatively small moves higher in most government bond yields translated into positive total returns as modest price falls were more than compensated for by interest income. Staying within the developed market government bond space, we saw further spread compression of peripheral European government bond yields vs bunds. The USD high yield index as a whole was one of the worst performing asset classes, returning -4.6%.","bondvigilantes.com","https://bondvigilantes.com/blog/2016/01/the-best-and-worst-performing-fixed-income-asset-classes-of-2015/","10-year Treasury yield","1","1"
"2016-01-15","2016-01-11","TNX","Blah Job Stats Deliver Lovely Mortgage Rates - Fox Business","Blah Job Stats Deliver Lovely Mortgage Rates Fox Business","Blah Job Stats Deliver Lovely Mortgage Rates Fox Business","Fox Business","https://news.google.com/rss/articles/CBMiiAFBVV95cUxQOVgyZXQwMDZKa29WTkRPYUlwZDFXUTZiVEdNSlZocFF5OXV2T1dpaF9xRHBTazFqYVcyVmtMR0xGLU9Fc2pKLUt2SzB5dGdzRGwtUE1PaGRwTl9RWmtCeVZnY0xtYzVaRXhBazJ2Ui01cnNFakJLRnA1aHFXQm1lNlE5TjJuQjVy0gGOAUFVX3lxTE9LandKd1JsWWI4ZVl0X0E1M2NzSVpWRUJBMWlvd3N3NHVkZEk5Q2dmNm5iVTl6T0ZRV25ESjc2eWY1QkVDRUY3R1l3Mmx5bHZpNzdPQUNGUVc5clBydFY4Vm9HWDRyYUVRZGFoaFgzN3NYZmMwVU01dTFwOXFLY2l2Y0Q1WVJIRmNyNS1rREE?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","5"
"2016-01-22","2016-01-18","TNX","Can we predict where interest rates are headed? - weforum.org","Can we predict where interest rates are headed? weforum.org","Can we predict where interest rates are headed? weforum.org","weforum.org","https://news.google.com/rss/articles/CBMikAFBVV95cUxNcERTc1RqNURNcExuVXlHS2tWUnFvcDZCSjJZV09Mcko5czQwMFd3eUtOLVloam1PWEtnN2VobUEza29tZ3ljZDZrTDV3aFJkd19aTjY0VksyS0FTd25mel9WcXFCeTlxcVlPeEV1LWFZY2M1OUYtaGNEdFNwX1MyczMtMWR0NkRRSEJPRTJOM1g?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","1"
"2016-01-29","2016-01-29","TNX","BOJ stuns markets with surprise move to negative interest rates - Reuters","BOJ stuns markets with surprise move to negative interest rates Reuters","BOJ stuns markets with surprise move to negative interest rates Reuters","Reuters","https://news.google.com/rss/articles/CBMiuwFBVV95cUxNbjItbk9oMjBrNGx2ampLaUdyR0E3eEsxMldQLV9ENFZnTEtTMWN5SFdRR0JtTTUxLUZLMlU1SlBMNFB1WDBpRG1jQU13RkZSRG9KWFljWENxSmhERVZTa2tJZEJQV1BJLUJ2UkFfc0NTd1R6Z0t1cldBbXoxZ1dJLVF6bGwwSk9zUkdLbkpQbk9BUGM0ZjR5YjlzbDJHei0wdjJkaXZzNkZ5YWZoRGpjcGNtWm9JN0pXUGtR?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","4"
"2016-02-05","2016-01-31","TNX","What Is Rolling Down the Yield Curve? - WSJ","What Is Rolling Down the Yield Curve? WSJ","What Is Rolling Down the Yield Curve? WSJ","WSJ","https://news.google.com/rss/articles/CBMiggFBVV95cUxNdWpLOFlZbmpDM1ZKalBGeG9RYjNyNXpqOHNiR3JXeVlhVlR5ZHprWkZ6c0ZZMERxZmxod0dOSG1uUFdjQmJxVjZmcnc4dDR1eTJOVk9jXzkxUmIyakdneTVvbl9LczRRdUgxZ2F1MzgydzZjTkRDc3Y5YzZ0LTljM1hn?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2016-02-12","2016-02-12","TNX","Bond guru Gary Shilling thinks the 10-year Treasury yield is heading to 1% - Yahoo Finance","Bond guru Gary Shilling thinks the 10-year Treasury yield is heading to 1% Yahoo Finance","Bond guru Gary Shilling thinks the 10-year Treasury yield is heading to 1% Yahoo Finance","Yahoo Finance","https://news.google.com/rss/articles/CBMiggFBVV95cUxQd3lfalExUFV6QlN2Qmw2a0t0VFFyNW15WHdmSkZ5S2p0ZlpidjlmR1c5S1FaZ2dJNzlsLU9YVFpPWjA3MzZ6aExrYlEyODYwLW1sbG9ic3p4Ukw2MGJPdjlMZW1uQU1DbXYyVGVjSFAtUFZmTDBmWXA3aWRUaTJ6VmFR?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2016-02-19","2016-02-16","TNX","Bank of Japan launches negative interest rates - The Guardian","Bank of Japan launches negative interest rates The Guardian","Bank of Japan launches negative interest rates The Guardian","The Guardian","https://news.google.com/rss/articles/CBMiqwFBVV95cUxPQzZjQlB4NUtGMXdSWVhxbWFVT3Vuenl5ZlItSmRFMzdBT05QOVl2VnR0dGI5U3NqZy0wLUR6OVhJMV9BUllBRnNXRlVGc24xVFpGS1FVT01fN1NxZFB1Rjlidk00ajN0alZZZy1ONWx2MWp4QktQWEVGYWVWMzJsSG1Xblh2SHNWSElnMTFwNUdaNzhaNVItZnlqY2E3Rjh6Q3lIRkRFMFM0RFk?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","6","4"
"2016-02-26","2016-02-21","TNX","Rising Interest Rates And The Impact On Gold - Investing.com","Rising Interest Rates And The Impact On Gold Investing.com","Rising Interest Rates And The Impact On Gold Investing.com","Investing.com","https://news.google.com/rss/articles/CBMickFVX3lxTFBlVzRQeVZoLXkwS3dmWElsLWphbUFaNy1xYUxxS1o2NW1BSlRGMWV3YU9XUkZGeS1XRG9RX3VqNF9MX3NVY1BSQXNkc1B5NzB3T2F2cUIwNlNHMEIwc1NKZ09mYW02Q3pERnRSeEpHa0otUQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","3"
"2016-03-04","2016-03-02","TNX","Why Are Stocks Rising? Bond Market Has Answer - Barron's","Why Are Stocks Rising? Bond Market Has Answer Barron's","Why Are Stocks Rising? Bond Market Has Answer Barron's","Barron's","https://news.google.com/rss/articles/CBMikwFBVV95cUxNZDRyYnluYld0dEVPY0pMX0NOdXUyb2twZjhkV0lnOWJPQXFkNU9tazdJQjZQYV9adkZhZ01tejRURmFQa1JuYVNiaXg4d3ZNcXluWVdjM0lmVFlMTmVPUnhoQXRFWGFEbFc5ZlQ3X0p6ZkhDYXY3dkl5WTY2TjlJNjJXVUpWbjlRTnBCa19vQzNLbUU?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","3","4"
