"week_end","article_date","asset","title","description","summary","publisher","url","query","query_rank","gnews_rank"
"2016-01-22","2016-01-21","TLT","XL’s Galileo Re cat bond priced at low-end of reduced guidance - Artemis.bm","XL’s Galileo Re cat bond priced at low-end of reduced guidance Artemis.bm","The Galileo Re cat bond, which has remained $300m in size, offers three tranches of notes with each providing investors a coupon higher than the cat bond market’s average of recent years. As a result investors have helped XL achieve very attractive pricing on this bond, with the coupon settling at the low-end of an already reduced price guidance range. According to data from the Artemis Deal Directory, just 7 tranches of cat bond notes out of 55 issued in the last year had a coupon of 7% or greater. The Galileo Re 2016-1 cat bond came to market with all three tranches offering above that, making it a deal that saw high investor demand. This tranche has again priced at the low-end of reduced guidance at 9%, we understand.","Artemis.bm","https://www.artemis.bm/news/xls-galileo-re-cat-bond-priced-at-low-end-of-reduced-guidance/","bond market","3","4"
"2016-01-29","2016-01-27","TLT","2015 cat bond trading most active since 2010: Swiss Re - Artemis.bm","2015 cat bond trading most active since 2010: Swiss Re Artemis.bm","International reinsurance giant Swiss Re’s Capital Markets (SRCM) trading desk witnessed its highest volume of activity since 2010, at $950 million of trades from more than 90 separate tranches of catastrophe bond notes during 2015, according to a report from the firm. The reinsurer notes that the close of 2015 was similar to the beginning of the year, which was underlined by off-risk trading. A similar trend was seen in the closing weeks of 2014, when Artemis reported that secondary cat bond trading witnessed risk spreads widening, as investors looked to free up capital to redeploy into new opportunities, with renewals on their doorstep. In contrast to this, capital markets investors with excess cash, “looked to reap the benefits of the short-dated essentially riskless coupon,” explained the reinsurer, highlighting that some cat bond investors were looking to capitalize on available yie","Artemis.bm","https://www.artemis.bm/news/2015-secondary-cat-bond-trading-most-active-since-2010-swiss-re/","bond yields","2","3"
"2016-02-05","2016-01-31","TLT","What Is Rolling Down the Yield Curve? - WSJ","What Is Rolling Down the Yield Curve? WSJ","What Is Rolling Down the Yield Curve? WSJ","WSJ","https://news.google.com/rss/articles/CBMiggFBVV95cUxNdWpLOFlZbmpDM1ZKalBGeG9RYjNyNXpqOHNiR3JXeVlhVlR5ZHprWkZ6c0ZZMERxZmxod0dOSG1uUFdjQmJxVjZmcnc4dDR1eTJOVk9jXzkxUmIyakdneTVvbl9LczRRdUgxZ2F1MzgydzZjTkRDc3Y5YzZ0LTljM1hn?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","2","1"
"2016-02-12","2016-02-12","TLT","Bond guru Gary Shilling thinks the 10-year Treasury yield is heading to 1% - Yahoo Finance","Bond guru Gary Shilling thinks the 10-year Treasury yield is heading to 1% Yahoo Finance","Bond guru Gary Shilling thinks the 10-year Treasury yield is heading to 1% Yahoo Finance","Yahoo Finance","https://news.google.com/rss/articles/CBMiggFBVV95cUxQd3lfalExUFV6QlN2Qmw2a0t0VFFyNW15WHdmSkZ5S2p0ZlpidjlmR1c5S1FaZ2dJNzlsLU9YVFpPWjA3MzZ6aExrYlEyODYwLW1sbG9ic3p4Ukw2MGJPdjlMZW1uQU1DbXYyVGVjSFAtUFZmTDBmWXA3aWRUaTJ6VmFR?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2016-02-19","2016-02-17","TLT","The Collapse of the Third Avenue Junk Bond Fund - Every CRS Report","The Collapse of the Third Avenue Junk Bond Fund Every CRS Report","The Collapse of the Third Avenue Junk Bond Fund Every CRS Report","Every CRS Report","https://news.google.com/rss/articles/CBMiYEFVX3lxTE1hSWVmZk93QkdwY3Q2S2U3OVVPSnlNOUo0MFpETVQ4bkhBYVI4Y1BMY3lSWURXNGx2emk5MTRiOURfQ2tma1FaaG44Z1R2d0pOYTZjSUxnaC1ZT2tORmEwRA?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","2","2"
"2016-02-26","2016-02-25","TLT","RBI rejects bids at treasury bill auctions over high yield levels - Mint","RBI rejects bids at treasury bill auctions over high yield levels Mint","RBI rejects bids at treasury bill auctions over high yield levels Mint","Mint","https://news.google.com/rss/articles/CBMitwFBVV95cUxOMXhFQ1o3bk01RU5LNC0xaXJJLWxvUVY1V0o1bU5BYXF2ekNSLUtNT0xZTFFiMFIzYmpac1ZqSnR3RlQ5eUpteG4za1FaMVZVaVZOVkNIRC1OWS1uWEIwSFc2YkdsQmZmVHBWMUFXeWUyYTJ1S2w5RU9KaFoteHVmQzQxWjZXUkQxaHVRZDhNNkN6b2EwMFRGQkQwbk9jXzE2SURhdWNrUXNpaktyLW0tQ1pydndpaUHSAcQBQVVfeXFMTWRDZEJkS1MyMzZ1OVVIWFIzMm5tUW12NW9PVzBOSWZJU2lUcnM1QU9KYjVQQ3NoT3doNDhZUGFUTFpXMXpGYzJWOXN4ZmhHc3FVc0lPY0dHZ09lNzBmamwwZU42QnliTXJ1MTRTNFVyVnRVcWZmNjBXNUtHYy1WSzd1Z2xfTlNEdHJGYnlEMzNKUjBobFVmd3J3QXV3Q05XQkRKRWdMc29qT3pURktCeW16SEVPcjBvTk9fMUM2dk1JX3RLRQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","6"
"2016-03-04","2016-03-01","TLT","Why buy bonds with a negative yield? - marketplace.org","Why buy bonds with a negative yield? marketplace.org","Why buy bonds with a negative yield? marketplace.org","marketplace.org","https://news.google.com/rss/articles/CBMifkFVX3lxTE80WklyZElVdEl6Y1czMG9Ecjdyd2JEdmduWk9DQ0FZZFlkMHk1SEUwM0dqMkdhNjZSemJ6dzh6dUFkUzBxYlhScjB3UnVISTdHRFlFTzdDcWZocDhKSThVMXNzeXlJZjFXZ292eldPb1ZGTDJBTk1zRGNCSnNQdw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-03-11","2016-03-06","TLT","Japan sells negative yield bonds - worldfinance.com","Japan sells negative yield bonds worldfinance.com","Despite negative yields, Japan has managed to sell its 10-year bondsFollowing its central bank’s venture into negative interest rates, Japan has sold its first long-term bonds with a negative yield. However, the recent sale marks the first time that such a bond has been sold at auction with a negative yield. Yields on Japanese bonds had been steadily in decline, leading to a weaker demand for them. These traders are, the Financial Times noted, covering “short positions’ built-in expectation of the yield dropping into negative territory”. However, some major investors, such as pension fund managers, have largely stayed away from the auction, no longer seeing Japanese bonds as stable investment vehicles.","worldfinance.com","https://www.worldfinance.com/markets/japan-sells-negative-yield-bonds","bond yields","2","3"
"2016-03-18","2016-03-14","TLT","Tax-free returns spark Rs 43,500-cr bond chase - Business Standard","Tax-free returns spark Rs 43,500-cr bond chase Business Standard","Tax-free returns spark Rs 43,500-cr bond chase Business Standard","Business Standard","https://news.google.com/rss/articles/CBMitwFBVV95cUxOaDQtQVRzZU93NUt0SEdDbk9JQkJRcUIxWHpTOTFYNUhEZkw3LXFEbk5CNi1hWXk5N0otd2JBczBWR0tic002TGR3UWtrOW1sdVU5dV9qZGlOcVlkNnZFV2dsbkYxSGhXdE91UFNkWDNPMVljTUlXa0tmaEM1X0FQalZQNkxMajRCczVCaW95blpnWlBBSjRlWWdIV1FLS2g2NVlTdi0tR2d3RmFZemg2aGhqTGdCa0XSAbwBQVVfeXFMUFNRdDdERGkyRmF6Zy1sckN5SEd3VnFQRWlvaUg4cV9ZZEg4c21lbTlPMlEwU1lGeUhZQW1ZSHBLb2VvakxzU09zZHVsYXF2bE51ZGJLRGNYQVZMTjcxaUpOWjdRLTNpSW1maG5Ic2VETGM3WVR2LVAwSGYtdjZJZkVYWGFQcUxHdWZuLWNpWHd2UlRUWDZJemJPLTJVOXBhV2h5UlV6LXR5TDljNi1CYm9pcnltZmx3dk5RVWE?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","2","9"
"2016-03-25","2016-03-24","TLT","CBN policy reversal: Interest rates, Bond yields rise - Vanguard News","CBN policy reversal: Interest rates, Bond yields rise Vanguard News","New CBN Governor— From left, new CBN Governor, Mr Godwin Emefiele, his deputies, Sarah Alade and Adebayo Adelabu during a World Press Conference in Abuja, yesterday. The immediate implication of both rate changes was increased interest rates and returns on money market investment instruments as well as tightening of money supply. Rise in inter-bank interest ratesSimilarly, inter-bank interest rate rose sharply as banks quoted 10 per cent on the overnight lending market, over 100 per cent jump from Tuesday’s 4.8 percent before the policy reversal. Treasury executives told Vanguard that lending to commercial customers have also recorded rates hike with prime lending rates tending towards 25 per cent, up from average 18 per cent, while other categories of lending may attract as much as 35 per cent interest rate. The stock market received fortune reversal as dealers weigh in the implication ","Vanguard News","https://www.vanguardngr.com/2016/03/cbn-policy-reversal-interest-rates-bond-yields-rise/","Treasury yields","1","4"
"2016-04-01","2016-03-30","TLT","Ireland just issued a 100-year bond, and the yield is lower than the US 30-year - businessinsider.com","Ireland just issued a 100-year bond, and the yield is lower than the US 30-year businessinsider.com","Ireland just issued a 100-year bond, and the yield is lower than the US 30-year businessinsider.com","businessinsider.com","https://news.google.com/rss/articles/CBMidkFVX3lxTE1BSjFDNzY5bUJTLVhTdmN1eFR5Nl9KdUtoYjVZWENqc1JkWFQ0bE5qci1ZNlVRcUlqYlJxVGQwcDJYelE1RWJiaFdrdnpnTkRlN2piZUFEM095N2hWU2xoMWFSNnZDdHZvdGQtY2t6Z19BbWZZUkE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2016-04-08","2016-04-07","TLT","10-year Government Bond Yields Around the World - The Big Picture","10-year Government Bond Yields Around the World The Big Picture","10-year Government Bond Yields Around the World The Big Picture","The Big Picture","https://news.google.com/rss/articles/CBMigwFBVV95cUxOZVZpeWhGeklSd2VRaWxQR1E0TmQ5TGl5YVN0dF91dzNjSGljalp0WW1ZQlRyOVdHUENBcUF2Vld1QXowOFRpaklmVi1XREVVTFdnWEoxUDJQWE5KTkgtUGpDZjBFZTNhVjNQQ2pZbzU4aEhPQkpwU00wOC1PeGFUa3ZrNA?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2016-04-15","2016-04-10","TLT","Gilbert: Bond yields predict ‘new mediocre’ is here to stay - Cayman Compass","Gilbert: Bond yields predict ‘new mediocre’ is here to stay Cayman Compass","Gilbert: Bond yields predict ‘new mediocre’ is here to stay Cayman Compass","Cayman Compass","https://news.google.com/rss/articles/CBMilAFBVV95cUxPZlo1aG9IVHdrNXhwbWVBRmo5dVVDNE41Z3VVTTAxQTRjUHVXeDQwTV9hUTZGRmMtVEFzRXBvNTZLMFRFYTc1MG1KMGJkQTBha0ZzdFVqUnpQdFFQWkFERGtqMjJrR0xOOTFHSkExVGFyTXd3dkFxMW5UUXMwVnRtcXdEU0lrMEdvcUFIUHBRVU9nNGRY?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","7"
"2016-04-22","2016-04-20","TLT","Yields on Nigerian Treasury bills seen up at auction - Businessday NG","Yields on Nigerian Treasury bills seen up at auction Businessday NG","Yields on Nigerian Treasury bills seen up at auction Businessday NG","Businessday NG","https://news.google.com/rss/articles/CBMimgFBVV95cUxOZTZCWk53NnBHLVkyVkdwZS1pNVUxd3B2QnVTVEZJeDRWUy1CSExrSTV0R19MMHJTQWRjSmNuck1KZ0s5S1Y4cFpjQUd3LVBxZnNTWnZ5b3R6el9PcE1wa25FRVJoZUwzd01VckRWSE1vUzZ0eG4zdnh1eXlLR3NNQWoxNnJiM3lfRXVuSnpXczhzc1VnMkp0blpR0gGfAUFVX3lxTFB2akYxR3R0cjVNaktodDhrYkxpZUdPcUZmY3VPNE9zaC12OEJmNTFYRS1WR2liTXZUUk80TmhhT2NoLVN5WU51SWlCY2xmeVFTb3E3a3ZzNGFEYTU4eDZDQ0ZnTV9SMnVCZkdIVk9ONExXYXJmM09IUWw3U0ZieVpXd1picFlUMTJPTDJ2bnMxNzAtR3NKSW1Mcnp3eXl3cw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","7"
"2016-04-29","2016-04-25","TLT","Move over Bill Gross, Jeffrey Gundlach, the new bond king, is coming to Canada - Financial Post","Move over Bill Gross, Jeffrey Gundlach, the new bond king, is coming to Canada Financial Post","Move over Bill Gross, Jeffrey Gundlach, the new bond king, is coming to Canada Financial Post","Financial Post","https://news.google.com/rss/articles/CBMisAFBVV95cUxPN05wV0hxZkhOQUpoUWtQSDUteDhlLUFBWkhWWUJiemJHVVRGVjFDUEw2elRSbTlybXl4WldnZEdfY3FaN3JkTDBLSWNhTk1ocnIwcnV3TFYxeXdJOWplZ2tGTUstd0ZuMjhrdUx3U2FNakJRN19BWlhDc1NPbE9fNFBDaC1EeFpKYjFKZkRjaG82b3pxM050QVItRkR0dHRqaS1wcHBhcUFpUGN5RG45WQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-05-06","2016-05-03","TLT","TigerRisk launches cat bond, ILS & catastrophe risk trading desk - Artemis.bm","TigerRisk launches cat bond, ILS & catastrophe risk trading desk Artemis.bm","TigerRisk Capital Markets & Advisory (TCMA), the SEC registered broker-dealer, investment banking, ILS and capital markets subsidiary of reinsurance advisory and broker TigerRisk Partners, has launched an ILS and catastrophe risk trading desk. Patrick Gonnelli, a partner at TigerRisk since 2010, will head-up the secondary catastrophe bond and ILS trading desk and has been appointed Global Head of ILS Distribution and Trading of TCMA. The trading desk will be focused across the ILS spectrum though, offering an integrated location for catastrophe risk trading, that will include the ability to trade catastrophe bonds, industry loss warranties (ILW’s) and also parametric insurance or reinsurance products. “We believe our secondary trading desk will be unique,” commented Tony Ursano, President of TigerRisk. It will be interesting to see whether there is room for another ILS trading desk in th","Artemis.bm","https://www.artemis.bm/news/tigerrisk-launches-cat-bond-ils-catastrophe-risk-trading-desk/","bond market","3","3"
"2016-05-13","2016-05-11","TLT","Donald Trump's Treasury Buyback Plan-2016-05-11 - Committee for a Responsible Federal Budget","Donald Trump's Treasury Buyback Plan-2016-05-11 Committee for a Responsible Federal Budget","Donald Trump's Treasury Buyback Plan-2016-05-11 Committee for a Responsible Federal Budget","Committee for a Responsible Federal Budget","https://news.google.com/rss/articles/CBMib0FVX3lxTE5pU1paajNWOUVqX2tONC1GSDJ5MmhKYmdteWFETzhRV0wtRXQ4MDJ4bTVMZnZsbU5URlB2Ym5XWk9EZGRLbThKQ2RNRW9FX09qd2J6bkVCYWtiX2hHN1R2NGpIalhHQzkwNkVOOHJ2bw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-05-20","2016-05-18","TLT","Falling Treasury Yields Drag Down Student Loan Interest Rates - Manhattan Institute","Falling Treasury Yields Drag Down Student Loan Interest Rates Manhattan Institute","Falling Treasury Yields Drag Down Student Loan Interest Rates Manhattan Institute","Manhattan Institute","https://news.google.com/rss/articles/CBMingFBVV95cUxNNDNJM2VTT1YwVmJVRE96eG9GMTY0RnZNcnpFSU9uWTFULUVLSjd3X25HckF3QXVPMy1PMm1MY0JULTc5VDRSY3BhYjhMNDI1eldHMFJBSlF0OVhWcnZnN25xc2RBV1dIVUwzenlFQTBXOFV4S2NNczNMLV9aWF9MY0JHZzlEWXdPbUVtVlpjRWNhMllJQkh5WWRoNFh4dw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-05-27","2016-05-23","TLT","Boring Is Beautiful to U.S. Treasury Shunning Latest Bond Craze - Bloomberg.com","Boring Is Beautiful to U.S. Treasury Shunning Latest Bond Craze Bloomberg.com","Boring Is Beautiful to U.S. Treasury Shunning Latest Bond Craze Bloomberg.com","Bloomberg.com","https://news.google.com/rss/articles/CBMiswFBVV95cUxQZW1NS01jYXF4LVNwVmZ4N0swdkZzOEFTWlU5bEFsUERUd2YyZkMzOHpDM1JvUUcybmtjMjFzR1Fod3hVd1hhWE8tT3BUTnhYcFVTeDlwcDBrNUFNbXFEXzBWRE9SUVppYzE4RnJPdmt6Z2lIX09Gd0M3Szg1NktodmFJSzVaRS02by1BbWNJTUlzRzJFSVRFWkkxaFdKWHh1cXZZVmJ0RlVORWJ2SmZqN05sTQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","2"
"2016-06-03","2016-05-28","TLT","15 Stocks With Big, Safe Dividend Yields - Barron's","15 Stocks With Big, Safe Dividend Yields Barron's","15 Stocks With Big, Safe Dividend Yields Barron's","Barron's","https://news.google.com/rss/articles/CBMiigFBVV95cUxQY0RCMFRWb1E2OU5ZMWJfTEljcGVXVEtvRWJqNm1oVXZ3TnNVN3dBeWpQZHBrNmE0RTJZc2Z3c2VlZFNiRW1ZZHd1djROc0RZU1NNd0pxVnkxTTFlV2VaeU5LWEpxelJPbTVkVFlOZGItcnJNaUlmdVpVaGx0NXN5dVN0UU0zY0w0QlE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","6"
"2016-06-10","2016-06-10","TLT","U.S. Government Bond Yields Fall to Three-Year Lows - WSJ","U.S. Government Bond Yields Fall to Three-Year Lows WSJ","U.S. Government Bond Yields Fall to Three-Year Lows WSJ","WSJ","https://news.google.com/rss/articles/CBMijgFBVV95cUxPYlE0TWt2S0MxZXFLQ3QtM1hhVlJOM0NQdC1pZ1FlbjE2U3VCNXhqVC1RUnRTRTFxaEs0eVl3WVlIZkVQaTBYeldSMWkxNmxDVEljR182ZVhBWjUxRExBT3BEMmp1NGxENG8yelJ4QklQQlNLUjgtX0Q2VFB2YldxZ3NoV0tCaTdlN1NiWnNR?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-06-17","2016-06-16","TLT","Treasuries Erase Gains After Yields Touch Lowest Level Since ’12 - Bloomberg.com","Treasuries Erase Gains After Yields Touch Lowest Level Since ’12 Bloomberg.com","Treasuries Erase Gains After Yields Touch Lowest Level Since ’12 Bloomberg.com","Bloomberg.com","https://news.google.com/rss/articles/CBMivAFBVV95cUxOQ29SN0tMcjlLZDFYWVU1MmYzaFcyNV9UT21rTFR3ZXRpMXU3OG9sNFpKZEdaUUlCOFFPOFVVNmlJb04zWWVFNmYwTGRiQk81dTJmeWlxVHcza3R2NlloZ080RnZkVGkxOFlBR0p2TVU4a0RfVllzbHpKU0MyTk1iSGk3LXpMMERqVzZxVVZJeWJjZFdNQXlJZzMzNzJLd3BkOVFhTF80UUJYZkkxQ3dfUExwQlNYRUszQklxUA?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","4"
"2016-06-24","2016-06-23","TLT","Bond bears licking their wounds as stock funds lag amid low-interest rates - InvestmentNews","Bond bears licking their wounds as stock funds lag amid low-interest rates InvestmentNews","Bond bears licking their wounds as stock funds lag amid low-interest rates InvestmentNews","InvestmentNews","https://news.google.com/rss/articles/CBMiwgFBVV95cUxOVHRwOU9qU09DZHJYZW5ta2txbjR0RGxmdl82Tjd0S0hMOW9VZm53cFdPblFJQ2huQnVONlRjZ1cxOHFpNTR5R3NJamlYZ3dfc2syNjBZWko0ZU4zODJNcVBQVEduMmVZYzV6TmdKZDhNUFQ5UW1rRWlzQ3RYdk5hZFNZeU5Dc0Y1ZVVmekUxT3FTZ09YMFhUUTI2Q1l2UnY5RXpSWV95MlRaZm5YaGw3SFlvZm5mbFpFUWt0c0lMY2ZUZw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-07-01","2016-06-27","TLT","Do Macro Variables Help Forecast Interest Rates? - Federal Reserve Bank of San Francisco","Do Macro Variables Help Forecast Interest Rates? Federal Reserve Bank of San Francisco","Consumers, investors, businesses, and policymakers all have a keen interest in predicting future interest rates. Is this because market participants anticipate short-term interest rates to stay below 2% over the next 10 years, suggesting that we are about to enter a long period of negative inflation-adjusted short-term interest rates? One way to answer such questions is by using statistical models to forecast interest rates based on the past history of the data. The “yield curve” is a plot of interest rates, or yields, at a certain point in time against asset maturities. This can help determine whether the macroeconomic variables contain predictive information beyond that already contained in past interest rates.","Federal Reserve Bank of San Francisco","https://www.frbsf.org/research-and-insights/publications/economic-letter/2016/06/do-macroeconomic-variables-help-forecast-interest-rates/","Treasury yields","1","1"
"2016-07-08","2016-07-06","TLT","Why The 10-Year Treasury Yield Is At Record Lows - Forbes","Why The 10-Year Treasury Yield Is At Record Lows Forbes","Why The 10-Year Treasury Yield Is At Record Lows Forbes","Forbes","https://news.google.com/rss/articles/CBMipgFBVV95cUxPa3Z0M2VCT0V3Z05nOWZNQW1YOHExWkVacXZpNzhXOTVUWjVlZWdfSTdQdURQV1Q2QmFnZF9MX0tOWFk2bTRGVG9PWU9GWVpHUHpveFJsYjYwR3RzSy1lZE9IeGZhdmItelZKSVl3RTVTZmpGN3N6bXpZaGRXZUx5bk1aTUNmNnM3LUFLdVN6TTF3NXdSLWJwT1RhUjg1SjlxN1NFSlVn?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","2"
"2016-07-15","2016-07-14","TLT","U.S. Sells 30-Year Bond at Record Low Yield but Demand Soars - WSJ","U.S. Sells 30-Year Bond at Record Low Yield but Demand Soars WSJ","U.S. Sells 30-Year Bond at Record Low Yield but Demand Soars WSJ","WSJ","https://news.google.com/rss/articles/CBMiiAFBVV95cUxOdk00TTNSTWlJbkt3MDMwcXhpbmxRREN4a21JdmFpUnlPU2hUVXZOUWZOa3BwZXFvN1Jwd3I4QzQxdmQ5S2E4bi1BSkRrSDdMbTNhNWNSaDJGSzlaLUJjaC1ybFlpR3dmQ1g4eGk5MFFHY2NiMlVaWTg4LU9KOVF1TnRXcG9EYzEx?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","4"
"2016-07-22","2016-07-18","TLT","Forecasting Interest Rates over the Long Run - Liberty Street Economics","Forecasting Interest Rates over the Long Run Liberty Street Economics","Forecasting Interest Rates over the Long Run Liberty Street Economics","Liberty Street Economics","https://news.google.com/rss/articles/CBMioAFBVV95cUxQQ013VTVoRDN1TmkwdGRxdk1UWHl0VjBTUkM0cVFZRWpsODM4R2V4cjdLakd6MThVRFdGcnM1QWJUWTByTjFURG1tLU5vcnFzYkxkLTZFRjdRZDBuUUY3SjFrM1VZV05wWEFYc2JoaV9STlh3LWdndl9UU1JYMG1NRjA1dVdFLXY4ZURZTnNzRVpHMFF0Tmk4dU9PRG40TXNP?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-07-29","2016-07-24","TLT","Correlation between Nifty PE and long-term bond yield - freefincal","Correlation between Nifty PE and long-term bond yield freefincal","Last Updated on December 18, 2021 at 10:35 pmThe correlation between the Nifty PE and long-term bond yield (10-year GOI bond) is discussed in this post. I had earlier considered the relevance of the Nifty PE for the long-term investor and misconceptions about the Nifty PE. Now we consider what happens to this probability or the number of +ve returns and -ve returns inside that box when the bond yield is considered. At least as of now, I am inclined to call any bond yield up to 7% as a low yield. What we consider as ‘high PE’ and ‘high yield’ constantly changes with time.","freefincal","https://freefincal.com/nifty-pe-bond-yield/","Treasury yields","1","5"
"2016-08-05","2016-08-04","TLT","UK government bond yields plunge to new lows after BoE cuts rates - Business Recorder","UK government bond yields plunge to new lows after BoE cuts rates Business Recorder","UK government bond yields plunge to new lows after BoE cuts rates Business Recorder","Business Recorder","https://news.google.com/rss/articles/CBMiTEFVX3lxTE53cDByQnFCNl9zemZ6c0JGeVBxQ2tNZzdrblVYSUJxbTRqUHNKeWFDZmExa0NpWGl6WU9ZNUU4bzkzd1RCUDMxOTNmLVbSAVNBVV95cUxNRXVkbnJjcENHbTdwZkV0TlJvcHkyVzJqN1c4Y09vMC1IWVNPTE1GMXZ3ZUNkaF9vVzhSZXVLZVlUWXBhYlRKOWN6MXpzLV9Na3Z6aw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","8"
"2016-08-12","2016-08-06","TLT","Safe Yields of Up to 5%: Fixed-Income Panel - Barron's","Safe Yields of Up to 5%: Fixed-Income Panel Barron's","Safe Yields of Up to 5%: Fixed-Income Panel Barron's","Barron's","https://news.google.com/rss/articles/CBMilwFBVV95cUxQTzlxY1JHSEdLOVNwUVZQSzJoRU5LR3pKTEFLWVAyYWtNY3M0RHp1TS1RZmIyVVpjelp5VFpRb3FrLXF2Qk5SU1FnU0RyT2lXWXg3WjRPSl9uX3B0Qk10TG9lellKang4dHA3V3gwblg2U1UzSEZOSE5TZ3RQZzI4YWJJZXNWeURfZEhIX1hlVHdKS1pENHJR?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2016-08-19","2016-08-18","TLT","The Absence of Foreign Demand for Treasuries in the TIC data Is a Bit Misleading - Council on Foreign Relations","The Absence of Foreign Demand for Treasuries in the TIC data Is a Bit Misleading Council on Foreign Relations","The Absence of Foreign Demand for Treasuries in the TIC data Is a Bit Misleading Council on Foreign Relations","Council on Foreign Relations","https://news.google.com/rss/articles/CBMijwFBVV95cUxNa09VVWZ4cEtJcVFYcTBvOXZqNlA5WmFPTHZYbjRycHk0Q1E4SkhEZUxnd0daZTNPUUpTdnBFZ2NXd1dPWTdlXzFlNU5pTjhqbFpDeUNrckZNb1hLb1FBLXRBWFBRU09BYmpadUlYbU9Kampidkk5NEc1T19tTzVOZi01cnZodlFocVZnbEtJRQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2016-08-26","2016-08-22","TLT","Predicting Bond Default Rates: Martin Fridson’s Method - blogs.cfainstitute.org","Predicting Bond Default Rates: Martin Fridson’s Method blogs.cfainstitute.org","In 2007 for example, it said the market was expecting a negative default rate. As the graph below demonstrates, the distressed default rate declines as the distress ratio rises. This rate is then multiplied by the Distress Ratio to produce the market’s true expected default rate. “During the Great Recession, the default rate went from near zero to a record default rate of near 14% and back down to about 2% in just two years — a physical impossibility,” he said. This post was updated on 3 March 2017 to correct the chart labeled “Annual US Speculative Grade Default Rate, Percentage of Issuers, 1983–2016”.","blogs.cfainstitute.org","https://blogs.cfainstitute.org/blog/2016/08/22/predicting-bond-default-rates-martin-fridsons-method/","Treasury yields","1","4"
"2016-09-02","2016-09-01","TLT","Nigeria Raises N213 Billion In Treasury Bills - Channels Television","Nigeria Raises N213 Billion In Treasury Bills Channels Television","Nigeria Raises N213 Billion In Treasury Bills Channels Television","Channels Television","https://news.google.com/rss/articles/CBMiiAFBVV95cUxQZWg2aVVFSnZ6MDkwUjdPNUZ1bmZFdUE5X25FUGR0dXNuYXJ6aUhnbGg1dFNBR0tlM0ZCMFdTcXhhdzZmMkFNbjhHbnVPalFGNTJZVnI5UGo4OUZYTnVMOWE0VVlwb21ZMjRoT1l0OGtMNVRJRFVkSlo3Z1NZcTc4S0pEM3FpdXE00gGOAUFVX3lxTE9FOXdySHR6THhlcV95MXA4cTI2aVdFZ1IwbVI1NXNUbFRHM1pnU1gtNzc3ejVFeUlRQmZhbm9tSkxqbmxvSy1tdXVlUnpJU2NuWmRoMXlyb0FOOGk4TXV0X1FpY0JIdXVjVW8xZFdNekdrTjZHdjl1czhCMThwZHdTMlk5ZkJfRUdUaDRwUVE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","6"
"2016-09-09","2016-09-09","TLT","These Charts Show the Bond Market Selloff That's Roiling Markets Around the World - Bloomberg.com","These Charts Show the Bond Market Selloff That's Roiling Markets Around the World Bloomberg.com","These Charts Show the Bond Market Selloff That's Roiling Markets Around the World Bloomberg.com","Bloomberg.com","https://news.google.com/rss/articles/CBMizAFBVV95cUxPUlFyeUllRy1LYk5WVmR6RDhzR3MxUWQxNGFGZWMyWmxoR2lONU1OYUdGWkFlMXRVVnd1QkVmNThvbm5VYVo0eFFwQzhFNF9taU1FZTNOYkZwTUQxOUFGbmtsVGVyODFLeENJTUxvYlJTNVYzR0wtVTlfN3oyUGJJaVkzQUpPWHFJUWpLV2l0aU50OFFWZTBGbWIwMEVfczRfX0xkMTVaLWNSdzI3alpQT1Q5dFhTZFhWWjBrT0ZkYXJMeFlPMWZkZGFBVkk?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","4"
