agreement_level,sentence,label,source
all_agree,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral,huggingface_takala_financial_phrasebank
all_agree,Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,huggingface_takala_financial_phrasebank
all_agree,Construction is expected to be completed in the summer of 2011 .,neutral,huggingface_takala_financial_phrasebank
all_agree,Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral,huggingface_takala_financial_phrasebank
all_agree,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",neutral,huggingface_takala_financial_phrasebank
all_agree,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",neutral,huggingface_takala_financial_phrasebank
all_agree,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",neutral,huggingface_takala_financial_phrasebank
all_agree,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral,huggingface_takala_financial_phrasebank
all_agree,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral,huggingface_takala_financial_phrasebank
all_agree,Insurance policies should be simple .,neutral,huggingface_takala_financial_phrasebank
all_agree,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,huggingface_takala_financial_phrasebank
all_agree,It is expected to be completed by the end of 2007 .,neutral,huggingface_takala_financial_phrasebank
all_agree,It will provide heating in the form of hot water for the sawmill 's needs .,neutral,huggingface_takala_financial_phrasebank
all_agree,Its 168 asset management experts manage assets worth over EUR 35 billion .,neutral,huggingface_takala_financial_phrasebank
all_agree,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,neutral,huggingface_takala_financial_phrasebank
all_agree,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,huggingface_takala_financial_phrasebank
all_agree,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,huggingface_takala_financial_phrasebank
all_agree,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,huggingface_takala_financial_phrasebank
all_agree,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,huggingface_takala_financial_phrasebank
all_agree,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral,huggingface_takala_financial_phrasebank
all_agree,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",neutral,huggingface_takala_financial_phrasebank
all_agree,Pertti Ervi is independent from the Company and its major shareholders .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Previously , the plant was expected to be completed by the end of 2008 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral,huggingface_takala_financial_phrasebank
all_agree,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,neutral,huggingface_takala_financial_phrasebank
all_agree,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,huggingface_takala_financial_phrasebank
all_agree,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,huggingface_takala_financial_phrasebank
all_agree,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral,huggingface_takala_financial_phrasebank
all_agree,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",neutral,huggingface_takala_financial_phrasebank
all_agree,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",neutral,huggingface_takala_financial_phrasebank
all_agree,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",neutral,huggingface_takala_financial_phrasebank
all_agree,Symphony Services provides development services for Aldata GOLD .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,huggingface_takala_financial_phrasebank
all_agree,The agreement is valid for four years .,neutral,huggingface_takala_financial_phrasebank
all_agree,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,huggingface_takala_financial_phrasebank
all_agree,The business section also includes Ahlstrom 's sustainability report .,neutral,huggingface_takala_financial_phrasebank
all_agree,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,huggingface_takala_financial_phrasebank
all_agree,The company is presently examining whether the project would be financially feasible .,neutral,huggingface_takala_financial_phrasebank
all_agree,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,huggingface_takala_financial_phrasebank
all_agree,The company specialises in temporary electrification and heating at construction sites .,neutral,huggingface_takala_financial_phrasebank
all_agree,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,huggingface_takala_financial_phrasebank
all_agree,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,huggingface_takala_financial_phrasebank
all_agree,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,huggingface_takala_financial_phrasebank
all_agree,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,huggingface_takala_financial_phrasebank
all_agree,The first of the two project phases is expected to be completed by the end of 2012 .,neutral,huggingface_takala_financial_phrasebank
all_agree,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,huggingface_takala_financial_phrasebank
all_agree,The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,huggingface_takala_financial_phrasebank
all_agree,The office space will rise above the remodeled Cannon Street underground station .,neutral,huggingface_takala_financial_phrasebank
all_agree,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,huggingface_takala_financial_phrasebank
all_agree,The project is expected to be completed in 2009 .,neutral,huggingface_takala_financial_phrasebank
all_agree,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,huggingface_takala_financial_phrasebank
all_agree,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,huggingface_takala_financial_phrasebank
all_agree,The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,huggingface_takala_financial_phrasebank
all_agree,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,huggingface_takala_financial_phrasebank
all_agree,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,huggingface_takala_financial_phrasebank
all_agree,The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,huggingface_takala_financial_phrasebank
all_agree,The transaction is expected to be completed next spring .,neutral,huggingface_takala_financial_phrasebank
all_agree,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,huggingface_takala_financial_phrasebank
all_agree,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,huggingface_takala_financial_phrasebank
all_agree,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,huggingface_takala_financial_phrasebank
all_agree,Uponor maintains its full-year guidance for 2010 .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,huggingface_takala_financial_phrasebank
all_agree,What would you like to see changed on Nokia 's next attempt ?,neutral,huggingface_takala_financial_phrasebank
all_agree,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,huggingface_takala_financial_phrasebank
all_agree,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,huggingface_takala_financial_phrasebank
all_agree,`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,huggingface_takala_financial_phrasebank
all_agree,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,huggingface_takala_financial_phrasebank
all_agree,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral,huggingface_takala_financial_phrasebank
all_agree,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,huggingface_takala_financial_phrasebank
all_agree,A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,huggingface_takala_financial_phrasebank
all_agree,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,huggingface_takala_financial_phrasebank
all_agree,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,huggingface_takala_financial_phrasebank
all_agree,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,huggingface_takala_financial_phrasebank
all_agree,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,huggingface_takala_financial_phrasebank
all_agree,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,huggingface_takala_financial_phrasebank
all_agree,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,huggingface_takala_financial_phrasebank
all_agree,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,neutral,huggingface_takala_financial_phrasebank
all_agree,Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,huggingface_takala_financial_phrasebank
all_agree,Exel wants to serve its industrial customers with individual products .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,huggingface_takala_financial_phrasebank
all_agree,From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,neutral,huggingface_takala_financial_phrasebank
all_agree,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,huggingface_takala_financial_phrasebank
all_agree,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,huggingface_takala_financial_phrasebank
all_agree,"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",neutral,huggingface_takala_financial_phrasebank
all_agree,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,huggingface_takala_financial_phrasebank
all_agree,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,huggingface_takala_financial_phrasebank
all_agree,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,huggingface_takala_financial_phrasebank
all_agree,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,huggingface_takala_financial_phrasebank
all_agree,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,huggingface_takala_financial_phrasebank
all_agree,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,huggingface_takala_financial_phrasebank
all_agree,The fine print is here .,neutral,huggingface_takala_financial_phrasebank
all_agree,M. and a Master of Business Administration MBA .,neutral,huggingface_takala_financial_phrasebank
all_agree,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,huggingface_takala_financial_phrasebank
all_agree,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,huggingface_takala_financial_phrasebank
all_agree,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,huggingface_takala_financial_phrasebank
all_agree,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,huggingface_takala_financial_phrasebank
all_agree,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,huggingface_takala_financial_phrasebank
all_agree,"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,huggingface_takala_financial_phrasebank
all_agree,"SCOPI Chief Business Excellence Officer , Eng .",neutral,huggingface_takala_financial_phrasebank
all_agree,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,huggingface_takala_financial_phrasebank
all_agree,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,huggingface_takala_financial_phrasebank
all_agree,The corrected chapter is in its entirety below .,neutral,huggingface_takala_financial_phrasebank
all_agree,The deal was worth about EUR 1.2 mn .,neutral,huggingface_takala_financial_phrasebank
all_agree,The event can also be viewed as a live webcast at www.cargotec.com .,neutral,huggingface_takala_financial_phrasebank
all_agree,The investment will be worth approximately EUR 100mn .,neutral,huggingface_takala_financial_phrasebank
all_agree,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,huggingface_takala_financial_phrasebank
all_agree,The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,huggingface_takala_financial_phrasebank
all_agree,The order was valued at over EUR15m .,neutral,huggingface_takala_financial_phrasebank
all_agree,The order was valued at USD12 .2 m.,neutral,huggingface_takala_financial_phrasebank
all_agree,The order was worth EUR 8mn .,neutral,huggingface_takala_financial_phrasebank
all_agree,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The record date for dividend distribution is March 14 , 2008 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral,huggingface_takala_financial_phrasebank
all_agree,The solid fuel is heated before sludge is mixed therein . '',neutral,huggingface_takala_financial_phrasebank
all_agree,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The total donation amount is EUR 1,115,000 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"The total investment necessary will be EUR40m , the company estimated .",neutral,huggingface_takala_financial_phrasebank
all_agree,The total project duration is three years and it is valued at some EUR11 .5 m.,neutral,huggingface_takala_financial_phrasebank
all_agree,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral,huggingface_takala_financial_phrasebank
all_agree,"They are responsible for their own operations , customer relationships , and the development of these .",neutral,huggingface_takala_financial_phrasebank
all_agree,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,huggingface_takala_financial_phrasebank
all_agree,This organization will assume the responsibility for operations in Russia .,neutral,huggingface_takala_financial_phrasebank
all_agree,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,huggingface_takala_financial_phrasebank
all_agree,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,neutral,huggingface_takala_financial_phrasebank
all_agree,"To see more of New Haven Register , or to subscribe to the newspaper .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",neutral,huggingface_takala_financial_phrasebank
all_agree,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,huggingface_takala_financial_phrasebank
all_agree,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,huggingface_takala_financial_phrasebank
all_agree,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative,huggingface_takala_financial_phrasebank
all_agree,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative,huggingface_takala_financial_phrasebank
all_agree,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative,huggingface_takala_financial_phrasebank
all_agree,Sales of mid-strength beer decreased by 40 % .,negative,huggingface_takala_financial_phrasebank
all_agree,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive,huggingface_takala_financial_phrasebank
all_agree,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive,huggingface_takala_financial_phrasebank
all_agree,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive,huggingface_takala_financial_phrasebank
all_agree,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive,huggingface_takala_financial_phrasebank
all_agree,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",positive,huggingface_takala_financial_phrasebank
all_agree,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,huggingface_takala_financial_phrasebank
all_agree,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,huggingface_takala_financial_phrasebank
all_agree,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive,huggingface_takala_financial_phrasebank
all_agree,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,huggingface_takala_financial_phrasebank
